"ProductID","ProductSKU","ProductName","ProductPrice","ProductWeight","ProductCartDesc","ProductShortDesc","ProductLongDesc","ProductThumb","ProductImage","ProductCategoryID","ProductSubCategoryID","ProductUpdateDate","ProductStock","ProductLive","ProductRating","ProductLocation","SellerID"
"168","31679817","Weller Sp23l Featherweight Soldering Iron","408","2","a","a","a","a","a","264","830","2015-12-03T04:32:02","85","a","2","Fremont","264"
"169","30680739","Dewalt Speed Tip 14 Piece Titanium Drill Bit Set Dw1341","916","8","a","a","a","a","a","983","520","2014-03-17T01:35:41","109","a","4","Nashville","352"
"170","90582844","Hitachi 18v 1/2"" Cordless Drill/driver Kit W/35-pc Hi-torq Impact Rated Torsion Bit Set","964","10","a","a","a","a","a","350","866","2015-05-09T01:00:17","818","a","0","Augusta","84"
"171","20514600","Powryte Air Reciprocating Saw, 100107a","696","3","a","a","a","a","a","780","478","2015-03-23T10:12:31","731","a","1","Springfield","687"
"172","25084900","Powryte 1/2"" Rocking Dog Air Impact Wrench, 100103a","213","2","a","a","a","a","a","980","83","2015-08-29T03:23:13","510","a","5","Fontana","755"
"173","22427045","Stalwart 74-piece Combo 12-volt Cordless Drill And 3.6-volt Drivers Set","393","5","a","a","a","a","a","364","919","2016-07-10T09:28:10","373","a","2","Kent","680"
"174","41186336","Dremel Workstation, 220-01","92","5","a","a","a","a","a","247","89","2014-02-19T08:51:44","846","a","1","Scottsdale","175"
"175","43614127","Labor Saving Devices 60/40 Solder Roll","333","1","a","a","a","a","a","860","589","2014-08-12T02:52:50","357","a","2","Fort Wayne","193"
"176","08691071","Porter Cable 1/2 18v Cordless Driver","528","5","a","a","a","a","a","824","277","2016-04-12T08:14:21","783","a","2","Riverside","937"
"177","79099356","Dremel Sanding/grinding Mini Accessory Kit, 686-02","168","1","a","a","a","a","a","258","10","2014-08-18T02:06:01","348","a","3","Providence","10"
"178","45375149","Ingersoll Rand 244a 1/2-inch Drive Super Duty Impact Wrench","558","9","a","a","a","a","a","77","852","2015-05-12T10:55:03","220","a","2","Glendale","622"
"179","12764587","Prevost Isc 061201 Safety Coupler 1/4 In M Style","511","2","a","a","a","a","a","331","308","2014-07-28T08:09:09","78","a","5","Lubbock","66"
"180","84685810","Weller Sp23lk General Duty Soldering Iron Kit","834","6","a","a","a","a","a","297","670","2014-02-01T12:15:23","434","a","4","Springfield","500"
"181","87715224","Campbell Hausfeld 1 Gallon Air Compressor","940","0","a","a","a","a","a","627","995","2014-08-02T02:34:18","322","a","1","Dallas","442"
"182","27903483","Rockwell Shopseries 8 Amp Variable Speed Reciprocating Saw Kit","402","9","a","a","a","a","a","357","546","2014-08-02T04:33:01","35","a","1","Surprise","598"
"183","31392044","Bostitch Prozhoze, 3/8"" X 100, Hopb38100","421","3","a","a","a","a","a","997","408","2014-12-19T10:28:13","669","a","2","Lakewood","331"
"184","54430211","Weller Sp23l Featherweight Soldering Iron","967","5","a","a","a","a","a","597","242","2014-12-05T08:42:09","151","a","2","Boise City","102"
"185","17489348","Rockwell Shopseries 18-volt Cordless Combo Kit, 3pc","918","7","a","a","a","a","a","730","271","2016-06-11T11:50:50","883","a","2","Savannah","349"
"186","20950828","Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler","240","9","a","a","a","a","a","853","866","2015-12-06T10:28:58","744","a","0","Cincinnati","500"
"187","92344495","Powryte Dual Action Air Sander, 100112a","687","8","a","a","a","a","a","341","42","2014-06-02T05:23:53","473","a","1","Clarksville","344"
"188","28998822","Bostitch Air Regulator & Gauge Kit, 1/4 Npt, Btfp72326","669","9","a","a","a","a","a","700","162","2015-12-05T10:06:42","555","a","1","Elizabeth","858"
"189","89816363","Fpc Corporation Surebonder Dual Melt High/low Temperature Glue Gun Fprdt270","402","9","a","a","a","a","a","303","788","2015-02-21T05:30:07","700","a","2","San Francisco","834"
"190","39110374","Masterflow 12v High Volume Air Compressor / Inflator","685","0","a","a","a","a","a","742","46","2015-07-19T08:38:34","454","a","3","St. Petersburg","70"
"191","17730518","Bostitch Air Chisel Hammer With 3 Chisels, Btmt72394","78","3","a","a","a","a","a","918","642","2015-09-07T08:54:55","516","a","5","Laredo","953"
"192","85258846","Ingersoll Rand Impact 1/2","950","2","a","a","a","a","a","358","211","2014-07-02T03:33:55","619","a","4","Knoxville","364"
"193","53100290","Dewalt Dc750ka 9. 6-volt Cordless Drill/driver Kit","984","10","a","a","a","a","a","140","923","2016-07-03T07:46:56","587","a","5","Fort Lauderdale","449"
"194","33472089","Campbell Hausfeld 50 Retractable Hose Reel","615","2","a","a","a","a","a","534","816","2015-08-25T07:39:01","791","a","3","Mobile","331"
"195","08500816","Wen 5.2 Amp Electric Pole Saw","776","9","a","a","a","a","a","258","13","2014-01-23T10:43:06","607","a","0","Aurora","449"
"196","12955800","Black & Decker 30-piece Bullet Screwdriving And Drilling Set, 71-130","951","10","a","a","a","a","a","398","988","2015-11-24T02:37:45","919","a","4","Clarksville","217"
"197","84628565","Kawasaki 10 Circular Saw Blade - 60t","686","9","a","a","a","a","a","153","849","2015-12-31T01:44:54","722","a","5","Thornton","36"
"198","49931501","Speare Tools Adjustable Quick-cutter Hole Saw, Ab 1027","345","2","a","a","a","a","a","689","595","2015-12-07T09:46:08","499","a","1","Clarksville","448"
"199","38265150","Homak 2 Door Mobile Cabinet With Shelves","161","0","a","a","a","a","a","491","363","2015-12-30T12:45:10","130","a","4","Oklahoma City","846"
"200","09301610","Primefit Industrial-grade Retractable Air Hose Reel With 50 Rubber Air Hose","512","6","a","a","a","a","a","778","311","2015-07-17T07:19:11","957","a","1","Memphis","549"
"201","19593562","Tennsco Corp. Plastic Laminate Top Workbench With Shelf, Rails & Riser","217","8","a","a","a","a","a","123","509","2016-07-28T03:57:15","485","a","4","Springfield","47"
"202","89289242","Bosch Power Tools 2 Amp 1/4 Sheet Palm Sander 7292-01","986","2","a","a","a","a","a","48","580","2016-01-28T08:55:31","239","a","3","Evansville","887"
"203","10174562","Bostitch Low-profile Paper Tape Framing Nailer, Lpf33pt","274","4","a","a","a","a","a","756","433","2015-05-25T07:53:12","788","a","2","Louisville","862"
"204","30941892","Black & Decker 7.25"" 12.0a Circular Saw, Cs1014","935","3","a","a","a","a","a","328","278","2015-05-04T01:48:32","558","a","4","Durham","428"
"205","12086986","Forney 72727 Wire Wheel Brush Coarse Crimped With 1/4-inch Hex Shank 2-inch-by-.012-inch","397","5","a","a","a","a","a","963","150","2016-04-05T05:51:46","58","a","1","Rochester","81"
"206","09298170","Powermate 30 Gallon Cast Iron Oil Lubricated Belt Drive Industrial Air Compressor","857","7","a","a","a","a","a","86","668","2014-10-24T12:54:38","606","a","5","Tacoma","898"
"207","20650193","Durofix-ac Delco Power Tools Dearm602-4 . 5 Inch Digital Torque Measuring Adaptor","889","8","a","a","a","a","a","162","427","2016-04-14T03:20:02","588","a","1","Lansing","234"
"208","89252598","Black & Decker 17-piece Workbench Drill Bit Set, 15097","450","7","a","a","a","a","a","754","102","2015-12-26T05:01:48","967","a","2","Fort Lauderdale","94"
"209","11691044","Wen Apex Pro Apex Pro 10 Table Saw With Stand","705","5","a","a","a","a","a","531","39","2014-01-06T06:38:30","616","a","3","Greensboro","852"
"210","76330681","Custom Accessories 59008 250-psi Compressor","601","2","a","a","a","a","a","736","333","2015-11-08T10:40:14","268","a","5","Charleston","183"
"211","69679858","Black & Decker 1/4-sheet Sander With Filtered Dust Collection","447","0","a","a","a","a","a","910","459","2015-12-05T08:51:29","915","a","4","Atlanta","930"
"212","25803563","Buffalo Tools Ps07499 24-piece Router Bit Set","780","5","a","a","a","a","a","506","922","2015-04-25T08:33:26","623","a","1","Tempe","907"
"213","65998656","Campbell Hausfeld Lever Safety Blowgun Kit","837","5","a","a","a","a","a","673","397","2015-10-30T09:14:36","651","a","4","Fort Worth","338"
"214","80964643","Bernzomatic Aluminum Soldering Rods 019325/al3","784","9","a","a","a","a","a","25","920","2014-03-07T11:16:26","236","a","1","Jacksonville","818"
"215","94286922","Century Drill And Tool Phillips Power Screwdriving Bit Set","888","0","a","a","a","a","a","61","341","2015-10-30T01:10:16","701","a","4","Norfolk","189"
"216","20139933","Jewelers Chasing Hammer - 1 Inch Head - Metal Smithing","767","9","a","a","a","a","a","311","512","2015-02-20T11:49:17","725","a","3","New Haven","560"
"217","99234003","Otc 4813 171 Piece Heat Shrink Tubing Set","165","9","a","a","a","a","a","493","811","2014-01-06T03:21:03","712","a","1","Hampton","346"
"218","87697988","Legacy Mfg Mega Power 12v Battery Powered Grease Gun","111","0","a","a","a","a","a","998","96","2014-07-15T07:10:21","690","a","2","Moreno Valley","934"
"219","13847272","Numax 16-gauge Straight Finish Nailer","841","8","a","a","a","a","a","237","89","2014-01-07T01:52:48","290","a","1","Hampton","195"
"220","18497588","Black & Decker 20v Max Lithium Drill/driver, Ldx220sb","469","9","a","a","a","a","a","782","974","2015-03-10T10:11:25","671","a","5","Louisville","548"
"221","81696666","Bostitch Prozhoze, 3/8"" X 50, Hopb3850","931","5","a","a","a","a","a","522","373","2014-02-06T09:49:29","668","a","2","Houston","328"
"222","26499192","Drill America 3/16-1/2x16ths Step Drill Bit","97","7","a","a","a","a","a","548","550","2015-11-07T11:07:19","519","a","1","Louisville","348"
"223","82916954","Titan 22958 Mini Air Compressor","451","4","a","a","a","a","a","537","220","2015-11-08T08:39:54","802","a","0","Topeka","741"
"224","19805252","Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler","275","2","a","a","a","a","a","282","295","2015-03-04T10:05:39","127","a","3","Norman","192"
"225","86009348","Ingersoll Rand Start Up Kit # 32305880","95","3","a","a","a","a","a","843","561","2016-03-08T11:17:30","356","a","4","Oakland","863"
"226","74611119","Skil 1810 1/4"" Fixed Base Router","942","8","a","a","a","a","a","492","431","2016-03-02T11:09:18","644","a","5","Des Moines","411"
"227","97310013","Hitachi 18v Lithium Ion Driver Drill","610","3","a","a","a","a","a","811","993","2015-03-31T07:20:51","496","a","1","Olathe","140"
"228","59874904","Multi-temp Hybrid Cordless Glue Gun","577","7","a","a","a","a","a","331","826","2016-08-13T11:14:11","989","a","0","Shreveport","455"
"229","74757121","Ingersoll Rand 0.5 Port Ptfe Diaphragm Pump With Polypropylene Seat","801","3","a","a","a","a","a","982","457","2016-01-03T11:27:47","369","a","3","Minneapolis","841"
"230","62356336","Black & Decker Heat Gun","604","6","a","a","a","a","a","953","379","2014-01-02T01:56:41","529","a","3","Honolulu","585"
"231","30712560","Homeright Heat Pro Plus Heat Tool","272","5","a","a","a","a","a","455","71","2016-05-15T04:02:55","850","a","4","Cedar Rapids","175"
"232","84574831","Ez Kote A016-0046-0300 Airless Paint Spray 3300 Psi Coupled Femalexfemale","270","10","a","a","a","a","a","269","637","2015-10-08T07:54:51","795","a","1","Moreno Valley","667"
"233","75061050","Irwin 30-piece Drive Set, 1885554","497","10","a","a","a","a","a","800","202","2014-10-09T08:04:04","588","a","3","Yonkers","48"
"234","07244209","Bostitch 1/4 Universal Air Coupler, Btfp72321","572","9","a","a","a","a","a","455","486","2016-03-11T12:55:01","754","a","3","St. Louis","844"
"235","72326046","Black & Decker 160 Psi Air Station Inflator","30","4","a","a","a","a","a","876","622","2014-09-05T10:40:37","879","a","1","Hollywood","984"
"236","69423024","Stalwart 25-piece 4.8-volt Cordless Screwdriver With Led","884","4","a","a","a","a","a","495","955","2015-02-14T01:27:02","146","a","1","Baltimore","814"
"237","81998067","Powryte High Speed Cut-off Air Tool, 100106a","916","3","a","a","a","a","a","463","732","2014-09-04T03:17:59","983","a","4","Denver","547"
"238","48157964","Eclipse Dp-366d Desoldering Pump","622","2","a","a","a","a","a","316","968","2015-04-19T12:19:43","407","a","0","Long Beach","839"
"239","63871135","Rsr Electronics Zd98 Soldering Station","155","1","a","a","a","a","a","799","875","2014-09-09T06:38:10","467","a","1","Sacramento","269"
"240","44358617","Dewalt Dc750ka 9. 6-volt Cordless Drill/driver Kit","428","2","a","a","a","a","a","584","788","2015-12-25T06:56:28","615","a","5","Yonkers","450"
"241","41589854","Weller Sp23l Featherweight Soldering Iron","241","8","a","a","a","a","a","19","723","2014-03-28T04:13:12","133","a","3","Chesapeake","964"
"242","09797048","Stanley Bostitch Gr25-2 Glueshot Dual Melt High/low Temperature Glue Gun","925","1","a","a","a","a","a","919","828","2015-03-12T05:20:36","97","a","3","Little Rock","925"
"243","78708914","Wagner Ht1000 Heat Tool Wagner Ht1000 Heat Tool","838","3","a","a","a","a","a","660","183","2016-08-06T07:19:29","356","a","1","Greensboro","384"
"244","95720043","Black & Decker 18v Cordless Drill","164","4","a","a","a","a","a","820","231","2015-08-02T10:22:40","150","a","1","Independence","404"
"245","73125662","Campbell Hausfeld 3-gallon Compressor","997","1","a","a","a","a","a","55","356","2014-09-11T02:51:09","899","a","3","Savannah","521"
"246","79914932","Black & Decker 15a 7.25"" Fatmax Circular Saw","214","1","a","a","a","a","a","154","342","2014-01-22T11:48:39","821","a","2","San Francisco","529"
"247","43524174","Black & Decker 20-volt Matrix Drill, Bdcdmt120","452","3","a","a","a","a","a","431","184","2016-04-06T10:52:57","771","a","4","Columbia","503"
"248","51752613","Ingersoll Rand 1/2 Air Impact Wrench 231ha","345","4","a","a","a","a","a","146","853","2016-04-27T08:54:39","444","a","4","Jackson","422"
"249","43054893","Bosch Power Tools 2 Amp 1/4 Sheet Palm Sander 7292-01","393","7","a","a","a","a","a","394","995","2016-02-16T05:42:02","690","a","2","Seattle","474"
"250","66009597","Black And Decker 20v Max Lithium Drill And Recip Saw Kit, Bdcd220rs","357","9","a","a","a","a","a","851","747","2015-03-18T08:58:44","570","a","2","Irvine","67"
"251","99709396","Arrow Fastener Powershot Heavy Duty Forward Action Stapler","274","0","a","a","a","a","a","327","350","2014-01-14T03:22:27","564","a","4","Madison","190"
"252","33575667","Black & Decker 58-piece Project Kit With 12v Lithium Drill/driver, Ldx172pk","640","10","a","a","a","a","a","377","37","2015-07-30T04:08:43","902","a","3","Providence","561"
"253","14159091","Campbell Hausfeld 1 Gallon Air Compressor","148","5","a","a","a","a","a","806","75","2015-01-28T04:57:22","744","a","1","Kansas City","402"
"254","93723817","26-piece Drill And Drive Set","603","5","a","a","a","a","a","368","115","2014-08-20T04:50:04","468","a","2","Amarillo","566"
"255","07704611","Vermont American 7 To 7-1/4 Masonry Circular Saw Blades 28052","235","4","a","a","a","a","a","37","202","2016-02-15T02:53:20","165","a","3","Jacksonville","461"
"256","26365701","Motor Trend Cpm-0610 110-volt Ac Home Air Compressor","372","1","a","a","a","a","a","561","122","2014-07-01T08:05:29","779","a","2","Bellevue","679"
"257","64779959","Forney 72725 Wire Wheel Brush Coarse Crimped With 1/4-inch Hex Shank 1-1/2-inch-by-.012-inch","53","2","a","a","a","a","a","257","553","2014-04-11T06:53:53","2","a","1","Charleston","651"
"258","80793519","Campbell Hausfeld Dual Action Sander","955","1","a","a","a","a","a","506","993","2015-07-23T12:41:33","531","a","1","Miami","434"
"259","89440469","Bosch Pr20evsk Colt Variable Speed Palm Router Kit","946","4","a","a","a","a","a","258","791","2015-05-15T01:52:22","618","a","4","Lubbock","623"
"260","49432381","Weller Battery Powered Soldering Iron Kit","924","9","a","a","a","a","a","720","709","2015-03-24T04:59:01","844","a","4","Lansing","610"
"261","67921041","Hitachi 35 Piece Hi-torq Impact Rated Torsion Bit Set","876","2","a","a","a","a","a","300","80","2016-05-26T09:30:38","149","a","0","West Valley City","100"
"262","62166546","Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535","605","9","a","a","a","a","a","894","120","2014-11-22T10:05:06","596","a","1","St. Paul","330"
"263","67823147","Guardair The Inforcer Air Gun W/60 Aluminum Ext. & Contractor Nozzle","455","5","a","a","a","a","a","600","598","2014-07-19T11:22:24","426","a","3","Atlanta","941"
"264","49253610","Shark Sr062-10 Ammco Style 10 Pack Negative Rake Bits","660","7","a","a","a","a","a","866","558","2016-08-30T03:28:01","416","a","0","Surprise","677"
"265","14864094","Black And Decker 3/8"" 5-amp Variable Speed Drill With Keyless Chuck, Dr260b","549","4","a","a","a","a","a","825","611","2015-12-19T11:33:45","598","a","5","Buffalo","336"
"266","42783268","Lincoln Industrial 18 Volt Cordless Grease Gun W/ 2 Batteries","129","2","a","a","a","a","a","535","111","2016-02-06T06:46:08","764","a","2","Irving","945"
"267","99044893","Vim Products 10mm Triple Square Bit","909","3","a","a","a","a","a","104","861","2015-09-02T05:49:48","960","a","4","New York","518"
"268","36808922","Goodyear Heavy Duty I8000 120 Volt Direct Drive Inflator","462","9","a","a","a","a","a","83","52","2014-09-07T12:28:38","943","a","3","Kansas City","63"
"269","26230641","Stalwart Grease Gun With Accessories","955","4","a","a","a","a","a","519","579","2014-05-17T03:38:19","296","a","3","San Diego","262"
"270","39826275","Bostitch 1-1/2 Air Pressure Gauge, 1/4 Or 1/8 Npt(m), Btfp72328","176","9","a","a","a","a","a","712","830","2014-06-23T04:00:38","785","a","1","Toledo","571"
"271","22998705","Stalwart 0.5"" Chuck Hammer Drill","593","8","a","a","a","a","a","961","484","2016-08-08T09:05:12","755","a","2","Garland","542"
"272","29477371","Stalwart Flexible Drive Shaft","576","4","a","a","a","a","a","640","342","2016-02-16T12:46:14","380","a","2","Tulsa","112"
"273","42382850","Powermate Proforce 10 Gallon Portable Air Tank","26","9","a","a","a","a","a","55","866","2016-01-08T12:38:49","457","a","3","Fort Wayne","122"
"274","40640136","Skil 2364-02 7.2-volt Lithium-ion 2-speed Drill/driver","707","3","a","a","a","a","a","624","838","2014-11-05T06:18:30","170","a","0","Rockford","733"
"275","08477989","Bostitch 7 Amp 4.5"" Angle Grinder, Bte820k","576","8","a","a","a","a","a","305","64","2016-02-25T07:38:15","62","a","4","St. Paul","492"
"276","57735016","Drill America Cone Carbide Burr 1/4 Shank","765","7","a","a","a","a","a","655","928","2015-07-29T07:04:30","461","a","1","Lexington","112"
"277","98752140","Bosch 94500 Rip Fence Jigsaw","328","7","a","a","a","a","a","265","772","2015-06-21T08:29:13","535","a","3","Overland Park","932"
"278","30258587","Campbell Hausfeld Air Compressor Oil - 16 Ounce","436","10","a","a","a","a","a","125","143","2015-09-01T09:41:26","424","a","5","San Antonio","849"
"279","92297371","Wagan Cordless Spotlight Compressor","556","6","a","a","a","a","a","280","317","2015-01-12T09:40:54","645","a","4","Portland","702"
"280","65176108","Vim Products 10mm Triple Square Bit","893","4","a","a","a","a","a","467","573","2015-05-02T10:16:36","678","a","1","Fort Collins","220"
"281","38903670","Rockford 1-gallon Air Compressor","757","6","a","a","a","a","a","245","866","2015-09-08T02:32:08","982","a","4","Fresno","357"
"282","82529765","Wagan Cordless Spotlight Compressor","24","1","a","a","a","a","a","708","242","2015-07-23T01:09:47","737","a","3","Shreveport","771"
"283","66193531","Hitachi 3/8"" Drill","346","4","a","a","a","a","a","11","123","2016-04-11T11:53:27","992","a","5","New Haven","180"
"284","18234534","Bostitch Air Compressor Ball Drain Valve, Btfp72327","978","7","a","a","a","a","a","44","185","2014-04-17T01:39:44","125","a","2","Worcester","204"
"285","68645670","Surebonder Full Size Low Temperature Glue Gun","475","4","a","a","a","a","a","629","121","2014-11-03T01:28:15","657","a","4","Louisville","92"
"286","36570126","Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit","737","6","a","a","a","a","a","468","355","2016-08-09T08:35:21","646","a","2","Garland","354"
"287","35623328","Schrader Bridgeport Valve, Stem Extension 1-1/4","819","1","a","a","a","a","a","456","674","2014-03-21T08:19:47","701","a","3","Cleveland","473"
"288","04313250","Wagan Quick Flow Compact Air Compressor","420","3","a","a","a","a","a","974","534","2015-02-11T08:17:21","641","a","3","Tacoma","389"
"289","77897541","Plews & Edelmann Lever-action Grease Gun, 6"" Extension, 6, 000psi, 14oz Cartridge","755","6","a","a","a","a","a","67","977","2015-03-26T10:25:22","18","a","5","Knoxville","962"
"290","33919980","Eclipse Pz2x1-15/16 Bit Pozidrive Size 2 1-15/16in Long 1/4in Hex","701","3","a","a","a","a","a","33","542","2016-05-08T10:20:36","667","a","1","Bellevue","654"
"291","59182009","Stack-on 66"" Steel Workbench","82","6","a","a","a","a","a","593","776","2015-03-13T09:13:03","97","a","0","North Las Vegas","909"
"292","62315647","Skil 1400-02 Multi-tasker 2.0a Oscillating Tool Kit","556","4","a","a","a","a","a","253","405","2014-07-01T10:21:06","653","a","1","Las Vegas","731"
"293","90312168","Wen 10 Waxer/polisher","959","5","a","a","a","a","a","273","84","2016-08-12T12:43:13","625","a","1","Akron","28"
"294","37593216","Hitachi 18-volt Lithium-ion Cordless Impact Driver, Hxp","663","1","a","a","a","a","a","669","387","2016-07-30T09:06:46","665","a","5","Tacoma","193"
"295","00567138","Rockwell Shopseries 7 Amp 1/2"" Hammer Drill","77","6","a","a","a","a","a","852","137","2015-12-15T12:41:36","800","a","2","Bellevue","510"
"296","01189568","Black & Decker 4.5 Amp Variable Speed Jigsaw, Js515ozr","987","2","a","a","a","a","a","919","134","2016-01-10T12:16:58","900","a","3","Rochester","249"
"297","02347103","Black & Decker 17-piece Workbench Drill Bit Set, 15097","476","2","a","a","a","a","a","849","237","2015-04-18T01:16:44","818","a","0","St. Paul","151"
"298","16205062","Kawasaki 10 Piece Screw Extractor And Drill Bit Set","119","7","a","a","a","a","a","606","811","2015-01-29T11:11:11","738","a","0","Ann Arbor","745"
"299","50099108","Ingersoll Rand 1/2 Air Impact Wrench 231ha","806","7","a","a","a","a","a","206","612","2014-12-24T11:28:01","283","a","0","Tallahassee","456"
"300","19769943","Campbell Hausfeld 17-piece Air Accessory Kit","84","1","a","a","a","a","a","801","259","2015-05-12T08:05:11","761","a","5","Springfield","125"
"301","70150452","Hitachi 18v Lithium-ion 1/2"" Cordless Hammer Drill","65","7","a","a","a","a","a","518","726","2015-09-01T06:51:21","844","a","3","Las Vegas","719"
"302","64037141","Ingersoll Rand Hammer Pin","21","2","a","a","a","a","a","296","570","2016-07-31T05:59:27","756","a","2","Virginia Beach","518"
"303","25404081","Ingersoll Rand 107xpa 3/8-inch Drive Air Ratchet","896","9","a","a","a","a","a","859","744","2016-01-31T02:26:45","206","a","2","St. Petersburg","50"
"304","03140499","Multi-temp Hybrid Cordless Glue Gun","932","9","a","a","a","a","a","39","409","2016-08-02T05:06:55","283","a","4","West Valley City","654"
"305","05433971","Bosch 4100-09 10"" 4.4 Hp Worksite Table Saw","705","5","a","a","a","a","a","282","634","2015-09-30T11:45:57","189","a","2","Mesa","341"
"306","62811415","Qep Tile Tools 60089 7"" Portable Tile Saw","781","6","a","a","a","a","a","840","996","2014-06-02T12:22:27","262","a","1","Corpus Christi","168"
"307","91403452","Campbell-hausfeld Mp5142 Air Chuck With Gauge","249","4","a","a","a","a","a","62","581","2015-08-24T11:17:11","691","a","1","Springfield","735"
"308","35298397","Dremel Sanding/grinding Mini Accessory Kit, 686-02","540","7","a","a","a","a","a","802","439","2014-12-02T05:48:18","71","a","1","Peoria","886"
"309","78908314","Worx Semi Automatic Sd Driver, Wx254l","753","3","a","a","a","a","a","506","861","2015-08-15T11:55:39","271","a","2","Huntsville","687"
"310","16407497","Kawasaki 4.5 7.5a Vs Angle Grinder","200","6","a","a","a","a","a","22","568","2014-08-15T06:12:53","337","a","2","Corpus Christi","62"
"311","79130363","Numax 2"" Brad Nailer","131","8","a","a","a","a","a","124","758","2014-12-15T07:04:00","532","a","0","Bellevue","863"
"312","64049755","Lumberjack Tools Tac1500 1-1/2-inch Commercial Series Tenon Cutter","511","7","a","a","a","a","a","636","213","2016-02-02T04:12:23","157","a","4","Laredo","207"
"313","23245006","Black And Decker 1/2"" 7-amp Variable Speed Drill, Dr560","922","2","a","a","a","a","a","904","589","2016-03-15T03:45:15","219","a","4","Chicago","854"
"314","07275838","Campbell Hausfeld 1 Gallon Air Compressor","53","1","a","a","a","a","a","383","948","2016-03-01T11:35:38","223","a","1","Rockford","356"
"315","77347336","Contractors Tornado Double Blade Dual Saw","133","4","a","a","a","a","a","387","992","2015-11-11T12:48:25","728","a","5","Mesa","587"
"316","95774411","California Air Tools 10 Gallon 2.0 Hp Steel Tank Oil-lubricated Air Compressor","520","4","a","a","a","a","a","120","451","2016-05-06T04:42:39","592","a","3","Chandler","340"
"317","18250633","Fpc Corporation Surebonder Dual Melt High/low Temperature Glue Gun Fprdt270","337","8","a","a","a","a","a","917","632","2015-01-10T01:11:03","944","a","1","Irvine","984"
"318","14412684","Dremel 7-piece Saw-max Cutting Kit, Sm700","474","2","a","a","a","a","a","668","251","2014-10-19T12:20:26","880","a","2","Detroit","952"
"319","06616854","California Air Tools 1.6 Gallon Ultra Quiet And Oil-free 1.0 Hp Aluminum Tank Air Compressor","104","9","a","a","a","a","a","523","689","2015-09-11T07:10:09","669","a","3","Phoenix","452"
"320","47256903","Stanley Fatmax 8.5 Amp Reciprocating Saw, Fme365k","887","2","a","a","a","a","a","146","473","2015-10-22T01:14:09","19","a","4","Pittsburgh","246"
"321","88916262","Campbell Hausfeld Air Compressor Oil - 16 Ounce","729","4","a","a","a","a","a","10","679","2016-04-17T06:23:10","306","a","1","Rochester","199"
"322","45826566","Titan Professional Workbench","4","7","a","a","a","a","a","456","395","2015-09-29T12:02:14","464","a","2","Pittsburgh","155"
"323","24809221","Hitachi Power Tools Db3dl2 3.6-volt Lithium Ion Dual Position Handle Screwdriver","313","6","a","a","a","a","a","238","134","2016-01-09T06:23:31","733","a","4","Des Moines","7"
"324","19840772","Dewalt Dc750ka 9. 6-volt Cordless Drill/driver Kit","217","3","a","a","a","a","a","942","745","2016-02-25T12:34:13","674","a","4","Cleveland","140"
"325","02945019","Skil 7-1/4"" 150-tooth Steel Circular Saw Blade, 74715","608","5","a","a","a","a","a","29","698","2016-05-04T09:13:43","745","a","3","Cedar Rapids","289"
"326","07620294","Dremel 225-01 Flex Shaft","114","6","a","a","a","a","a","225","576","2014-01-15T09:14:22","638","a","2","Hialeah","889"
"327","82994624","Skil 4-position Orbital Jigsaw With Laser Guide, 4495-02","804","4","a","a","a","a","a","184","821","2015-10-28T04:51:13","61","a","3","Akron","984"
"328","22279484","Hitachi 12v Peak 2 Tool Li-ion Drill Combo Kit With Carrying Bag","611","9","a","a","a","a","a","115","646","2015-07-30T05:08:30","350","a","3","Jackson","450"
"329","64102580","Powryte Air Reciprocating Saw, 100107a","146","6","a","a","a","a","a","835","890","2015-12-10T09:11:47","415","a","1","Knoxville","9"
"330","95168579","Black & Decker 20-volt Matrix Drill, Bdcdmt120","307","3","a","a","a","a","a","229","73","2016-03-03T08:33:36","994","a","1","Bridgeport","663"
"331","29726776","Dremel 3000 Rotary Tool","158","4","a","a","a","a","a","612","820","2015-04-28T12:49:10","774","a","3","Glendale","472"
"332","36900237","All Purpose Stik Mini Glue Sticks, .27"" X 4"", 100/pkg","188","9","a","a","a","a","a","376","963","2016-02-06T12:58:54","588","a","4","Virginia Beach","826"
"333","65294734","Durofix-ac Delco Power Tools Dearm602-4 . 5 Inch Digital Torque Measuring Adaptor","323","8","a","a","a","a","a","84","437","2015-09-05T01:57:10","450","a","4","Allentown","268"
"334","10368848","Chicago Power Tools Power Drill Accessory Set, 75-piece","397","6","a","a","a","a","a","504","817","2016-05-17T01:30:34","378","a","1","Tacoma","44"
"335","90152429","Lumberjack Tools Trh2000 2in Home Series Tenon Cutter","610","4","a","a","a","a","a","114","705","2015-09-19T04:48:55","962","a","3","Oxnard","724"
"336","86607025","Stalwart 74-piece Combo 12-volt Cordless Drill And 3.6-volt Drivers Set","746","4","a","a","a","a","a","364","248","2015-06-24T01:46:28","31","a","3","Mesa","475"
"337","68814618","Mini Glue Sticks 4"" 25/pkg-opal/glitter","845","3","a","a","a","a","a","191","929","2015-06-05T08:57:09","759","a","5","Orlando","955"
